Meter Type,Main Meter,Main Meter,Main Meter,Main Meter
2026-03-06 09:30:00,0,199.80444,0.0,52.21172
2026-03-06 10:00:00,0,210.1156,0.0,58.91022
2026-03-06 10:30:00,0,219.0936,0.0,60.63054
2026-03-06 11:00:00,0,220.5774,0.0,56.77056
2026-03-06 11:30:00,0,227.308,0.0,56.45876
2026-03-06 12:00:00,0,236.673,0.0,57.2329
2026-03-06 12:30:00,0,249.8766,0.0,60.35098
2026-03-06 13:00:00,0,247.597,0.0,60.63054
2026-03-06 13:30:00,0,245.2102,0.0,69.36654
2026-03-06 14:00:00,0,235.4796,0.0,68.44186
2026-03-06 14:30:00,0,253.5,0.0,71.61908
2026-03-06 15:00:00,0,255.5428,0.0,70.99546
2026-03-06 15:30:00,0,254.6074,0.0,70.46862
2026-03-06 16:00:00,0,250.8872,0.0,71.67284
2026-03-06 16:30:00,0,239.8018,0.0,71.83412
2026-03-06 17:00:00,0,243.0382,0.0,76.36072
2026-03-06 17:30:00,0,239.1568,0.0,78.12404
2026-03-06 18:00:00,0,185.0957,0.0,51.91066
2026-03-06 18:30:00,0,168.6989,0.0,46.80346
2026-03-06 19:00:00,0,138.45352,0.0,32.1915
2026-03-06 19:30:00,0,94.5531,0.05376,9.95636
2026-03-06 20:00:00,0,77.52194,0.83866,0.15052
2026-03-06 20:30:00,0,62.79168,1.41926,0.0215
2026-03-06 21:00:00,0,58.2436,1.47302,0.01076
2026-03-06 21:30:00,0,59.23278,0.96768,0.10752
2026-03-06 22:00:00,0,57.70598,1.12896,0.05376
2026-03-06 22:30:00,0,55.68462,3.08582,0.0215
2026-03-06 23:00:00,0,49.90004,3.79546,0.0
2026-03-06 23:30:00,0,49.33018,3.34388,0.0
2026-03-07 00:00:00,0,49.9968,3.58042,0.0
2026-03-07 00:30:00,0,51.22254,3.07508,0.0
2026-03-07 01:00:00,0,51.3193,3.09658,0.0
2026-03-07 01:30:00,0,50.43764,3.15034,0.0
2026-03-07 02:00:00,0,51.76014,2.23642,0.01076
2026-03-07 02:30:00,0,50.7387,2.40844,0.0
2026-03-07 03:00:00,0,50.7602,2.51596,0.0
2026-03-07 03:30:00,0,51.41606,3.56966,0.0
2026-03-07 04:00:00,0,50.7602,3.89222,0.0
2026-03-07 04:30:00,0,49.98606,3.5159,0.0
2026-03-07 05:00:00,0,51.45908,3.05356,0.0
2026-03-07 05:30:00,0,51.64186,2.9353,0.0
2026-03-07 06:00:00,0,50.21184,3.34388,0.0
2026-03-07 06:30:00,0,53.05038,3.46214,0.0
2026-03-07 07:00:00,0,58.14682,4.16102,0.12902
2026-03-07 07:30:00,0,77.96276,0.32794,1.47302
2026-03-07 08:00:00,0,99.74632,0.03226,7.85972
2026-03-07 08:30:00,0,191.43938,0.0,60.60904
2026-03-07 09:00:00,0,213.4594,0.0,68.56552
2026-03-07 09:30:00,0,231.426,0.0,66.36136
2026-03-07 10:00:00,0,234.9204,0.0,68.67304
2026-03-07 10:30:00,0,230.9208,0.0,68.8128
2026-03-07 11:00:00,0,242.6188,0.0,80.73678
2026-03-07 11:30:00,0,245.264,0.0,80.62926
2026-03-07 12:00:00,0,238.7804,0.0,80.8013
2026-03-07 12:30:00,0,244.2318,0.0,86.1988
2026-03-07 13:00:00,0,251.3172,0.0,87.86536
2026-03-07 13:30:00,0,237.4042,0.0,86.99982
2026-03-07 14:00:00,0,236.2214,0.0,85.19348
2026-03-07 14:30:00,0,242.4146,0.0,81.41952
2026-03-07 15:00:00,0,240.2104,0.0,77.22088
2026-03-07 15:30:00,0,235.6732,0.0,72.0384
2026-03-07 16:00:00,0,234.9098,0.0,70.44712
2026-03-07 16:30:00,0,237.1784,0.0,72.09218
2026-03-07 17:00:00,0,244.5972,0.0,72.90932
2026-03-07 17:30:00,0,243.6942,0.0,73.73184
2026-03-07 18:00:00,0,210.1478,0.0,62.22184
2026-03-07 18:30:00,0,195.2671,0.0,56.80282
2026-03-07 19:00:00,0,187.09556,0.0,55.98568
2026-03-07 19:30:00,0,172.51586,0.0,55.94266
2026-03-07 20:00:00,0,114.16474,0.0,28.10574
2026-03-07 20:30:00,0,88.1234,0.0,9.6123
2026-03-07 21:00:00,0,68.14618,0.10752,0.97844
2026-03-07 21:30:00,0,60.53376,1.74182,0.16128
2026-03-07 22:00:00,0,59.46932,2.60736,0.0
2026-03-07 22:30:00,0,58.25434,3.99974,0.0
2026-03-07 23:00:00,0,53.56648,4.06426,0.0
2026-03-07 23:30:00,0,52.19022,4.12876,0.0
2026-03-08 00:00:00,0,53.4267,3.37612,0.0
2026-03-08 00:30:00,0,53.09338,2.84928,0.0
2026-03-08 01:00:00,0,52.43752,3.73094,0.0
2026-03-08 01:30:00,0,53.43744,3.17184,0.0
2026-03-08 02:00:00,0,52.31924,3.27936,0.0
2026-03-08 02:30:00,0,53.1794,2.645,0.0
2026-03-08 03:00:00,0,53.45896,2.23642,0.01076
2026-03-08 03:30:00,0,52.25472,2.731,0.0
2026-03-08 04:00:00,0,53.52346,1.68806,0.0
2026-03-08 04:30:00,0,53.59872,2.32244,0.0
2026-03-08 05:00:00,0,52.98586,4.70938,0.0
2026-03-08 05:30:00,0,54.24384,4.6126,0.0
2026-03-08 06:00:00,0,52.84608,4.41908,0.0
2026-03-08 06:30:00,0,51.35156,5.10182,0.0
2026-03-08 07:00:00,0,59.3188,2.78476,0.65588
2026-03-08 07:30:00,0,73.26414,0.01076,3.16108
2026-03-08 08:00:00,0,99.33774,0.0,7.61242
2026-03-08 08:30:00,0,183.36464,0.0,55.51258
2026-03-08 09:00:00,0,212.5348,0.0,63.00672
2026-03-08 09:30:00,0,214.782,0.0,60.78106
2026-03-08 10:00:00,0,213.9648,0.0,57.67374
2026-03-08 10:30:00,0,214.3842,0.0,59.23278
2026-03-08 11:00:00,0,223.8136,0.0,60.25422
2026-03-08 11:30:00,0,218.7494,0.0,61.15738
2026-03-08 12:00:00,0,226.4048,0.0,68.26446
2026-03-08 12:30:00,0,232.7164,0.0,76.72628
2026-03-08 13:00:00,0,229.1144,0.0,75.6242
2026-03-08 13:30:00,0,225.577,0.0,73.81786
2026-03-08 14:00:00,0,225.4264,0.0,70.47938
2026-03-08 14:30:00,0,237.0816,0.0,69.32352
2026-03-08 15:00:00,0,247.7262,0.0,71.3019
2026-03-08 15:30:00,0,245.436,0.0,76.522
2026-03-08 16:00:00,0,233.8022,0.0,69.0601
2026-03-08 16:30:00,0,237.5332,0.0,71.90938
2026-03-08 17:00:00,0,237.6514,0.0,67.6032
2026-03-08 17:30:00,0,237.1462,0.0,63.72712
2026-03-08 18:00:00,0,194.44996,0.0,49.4807
2026-03-08 18:30:00,0,176.21456,0.0,45.9433
2026-03-08 19:00:00,0,167.98928,0.0,41.97582
2026-03-08 19:30:00,0,162.98958,0.0,37.69652
2026-03-08 20:00:00,0,163.29064,0.0,38.82548
2026-03-08 20:30:00,0,159.5167,0.0,38.26638
2026-03-08 21:00:00,0,151.91502,0.0,38.36314
2026-03-08 21:30:00,0,138.72232,0.0,37.80942
2026-03-08 22:00:00,0,123.12118,0.0,35.15904
2026-03-08 22:30:00,0,69.8235,0.27956,6.68774
2026-03-08 23:00:00,0,57.7705,3.5374,0.0
2026-03-08 23:30:00,0,54.72768,4.39756,0.0
2026-03-09 00:00:00,0,56.85658,3.7847,0.0
2026-03-09 00:30:00,0,56.06094,3.64492,0.0
2026-03-09 01:00:00,0,55.15776,3.75244,0.0
2026-03-09 01:30:00,0,55.0825,2.4192,0.01076
2026-03-09 02:00:00,0,52.77082,2.3762,0.0
2026-03-09 02:30:00,0,54.32986,1.72032,0.0
2026-03-09 03:00:00,0,52.42676,3.5159,0.0
2026-03-09 03:30:00,0,52.85684,3.92448,0.0
2026-03-09 04:00:00,0,50.82472,4.41908,0.0
2026-03-09 04:30:00,0,51.28704,4.35456,0.0
2026-03-09 05:00:00,0,51.5881,3.88148,0.0
2026-03-09 05:30:00,0,51.71712,3.92448,0.0
2026-03-09 06:00:00,0,51.73864,3.62342,0.0
2026-03-09 06:30:00,0,49.82478,5.05344,0.0
2026-03-09 07:00:00,0,59.20052,3.59116,0.66124
2026-03-09 07:30:00,0,70.56538,0.32794,2.4622
2026-03-09 08:00:00,0,105.98248,0.0,11.74118
2026-03-09 08:30:00,0,217.6528,0.0,84.44084
2026-03-09 09:00:00,0,229.5552,0.0,87.79546
2026-03-09 09:30:00,0,232.7164,0.0,82.71514
2026-03-09 10:00:00,0,247.8874,0.0,89.1986
2026-03-09 10:30:00,0,248.7906,0.0,99.13346
2026-03-09 11:00:00,0,252.2742,0.0,99.38074
2026-03-09 11:30:00,0,249.511,0.0,98.026
2026-03-09 12:00:00,0,245.6294,0.0,97.37012
2026-03-09 12:30:00,0,253.5106,0.0,101.14408
2026-03-09 13:00:00,0,249.1562,0.0,102.46658
2026-03-09 13:30:00,0,241.619,0.0,100.18714
2026-03-09 14:00:00,0,240.9738,0.0,99.06894
2026-03-09 14:30:00,0,254.3064,0.0,96.30568
2026-03-09 15:00:00,0,251.6506,0.0,95.81108
2026-03-09 15:30:00,0,249.9732,0.0,96.4777
2026-03-09 16:00:00,0,246.8336,0.0,94.87566
2026-03-09 16:30:00,0,245.5004,0.0,95.1337
2026-03-09 17:00:00,0,238.8558,0.0,92.55324
2026-03-09 17:30:00,0,232.1788,0.0,89.37064
2026-03-09 18:00:00,0,199.79368,0.0,80.0164
2026-03-09 18:30:00,0,180.32182,0.0,79.75834
2026-03-09 19:00:00,0,177.4833,0.0,75.39304
2026-03-09 19:30:00,0,169.05908,0.0,71.96314
2026-03-09 20:00:00,0,163.5272,0.0,71.85562
2026-03-09 20:30:00,0,162.19394,0.0,67.02798
2026-03-09 21:00:00,0,155.10836,0.0,63.082
2026-03-09 21:30:00,0,152.72144,0.0,58.2436
2026-03-09 22:00:00,0,150.02268,0.0,56.1147
2026-03-09 22:30:00,0,133.34632,0.0,44.66382
2026-03-09 23:00:00,0,74.29634,1.91386,7.39738
2026-03-09 23:30:00,0,53.36218,3.41914,0.0
2026-03-10 00:00:00,0,54.48038,2.05364,0.01076
2026-03-10 00:30:00,0,51.71712,2.86004,0.0
2026-03-10 01:00:00,0,50.56666,3.2686,0.0
2026-03-10 01:30:00,0,51.86766,2.731,0.0
2026-03-10 02:00:00,0,50.84622,2.69876,0.0
2026-03-10 02:30:00,0,51.69562,3.09658,0.0
2026-03-10 03:00:00,0,47.8249,5.04268,0.0
2026-03-10 03:30:00,0,48.26574,4.8599,0.0
2026-03-10 04:00:00,0,48.19048,4.20404,0.0
2026-03-10 04:30:00,0,48.35174,4.40832,0.0
2026-03-10 05:00:00,0,48.27648,4.06426,0.0
2026-03-10 05:30:00,0,48.8571,3.95674,0.0
2026-03-10 06:00:00,0,49.1474,3.94598,0.0
2026-03-10 06:30:00,0,47.43784,5.36524,0.0
2026-03-10 07:00:00,0,65.2539,0.95692,6.41894
2026-03-10 07:30:00,0,78.83368,0.0,12.48308
2026-03-10 08:00:00,0,108.22964,0.0,25.37472
2026-03-10 08:30:00,0,205.2558,0.0,77.80148
2026-03-10 09:00:00,0,232.4368,0.0,85.973
2026-03-10 09:30:00,0,232.3292,0.0,79.16698
2026-03-10 10:00:00,0,233.8022,0.0,80.0164
2026-03-10 10:30:00,0,231.5336,0.0,79.60782
2026-03-10 11:00:00,0,235.985,0.0,79.96264
2026-03-10 11:30:00,0,238.8342,0.0,78.21006
2026-03-10 12:00:00,0,236.5978,0.0,80.07554
2026-03-10 12:30:00,0,235.5764,0.0,84.8333
2026-03-10 13:00:00,0,228.523,0.0,85.7257
2026-03-10 13:30:00,0,224.1684,0.0,83.81186
2026-03-10 14:00:00,0,219.373,0.0,82.31732
2026-03-10 14:30:00,0,219.814,0.0,82.05928
2026-03-10 15:00:00,0,228.6628,0.0,80.67228
2026-03-10 15:30:00,0,230.8454,0.0,78.50036
2026-03-10 16:00:00,0,221.201,0.0,73.19964
2026-03-10 16:30:00,0,221.76,0.0,72.95234
2026-03-10 17:00:00,0,218.7172,0.0,74.26408
2026-03-10 17:30:00,0,208.5888,0.0,71.69434
2026-03-10 18:00:00,0,179.99926,0.0,65.42592
2026-03-10 18:30:00,0,153.38806,0.0,46.44864
2026-03-10 19:00:00,0,147.06048,0.0,42.36288
2026-03-10 19:30:00,0,146.1842,0.0,38.05134
2026-03-10 20:00:00,0,141.8404,0.0,38.1051
2026-03-10 20:30:00,0,136.10958,0.0,38.18036
2026-03-10 21:00:00,0,127.65852,0.0,36.79336
2026-03-10 21:30:00,0,131.71202,0.0,39.19104
2026-03-10 22:00:00,0,116.56244,0.0,32.09472
2026-03-10 22:30:00,0,65.16788,0.0,7.04256
2026-03-10 23:00:00,0,50.48064,3.31162,1.45152
2026-03-10 23:30:00,0,44.3735,4.73088,0.0
2026-03-11 00:00:00,0,44.83584,4.13952,0.0
2026-03-11 00:30:00,0,45.43796,3.48364,0.0
2026-03-11 01:00:00,0,44.76058,3.2471,0.0
2026-03-11 01:30:00,0,47.59912,2.56972,0.0
2026-03-11 02:00:00,0,46.12608,3.41914,0.0
2026-03-11 02:30:00,0,45.76052,5.43514,0.0
2026-03-11 03:00:00,0,46.83572,5.419,0.0
2026-03-11 03:30:00,0,45.3412,5.48352,0.0
2026-03-11 04:00:00,0,46.58842,4.90292,0.0
2026-03-11 04:30:00,0,47.13678,4.60186,0.0
2026-03-11 05:00:00,0,45.22292,5.02118,0.0
2026-03-11 05:30:00,0,47.08302,4.0535,0.0
2026-03-11 06:00:00,0,47.11526,4.5481,0.0
2026-03-11 06:30:00,0,46.49166,4.60186,0.01076
2026-03-11 07:00:00,0,46.34112,4.7954,0.0
2026-03-11 07:30:00,0,44.39502,4.9943,0.18278
2026-03-11 08:00:00,0,53.26542,0.32256,3.70944
2026-03-11 08:30:00,0,134.23874,0.0,65.94202
2026-03-11 09:00:00,0,137.96968,0.0,70.22132
2026-03-11 09:30:00,0,142.01244,0.0,73.28564
2026-03-11 10:00:00,0,139.9588,0.0,73.5867
2026-03-11 10:30:00,0,139.99106,0.0,74.1243
2026-03-11 11:00:00,0,141.06626,0.0,73.02222
2026-03-11 11:30:00,0,142.85646,0.0,74.9952
2026-03-11 12:00:00,0,140.90496,0.0,73.15662
2026-03-11 12:30:00,0,139.82978,0.0,73.81786
2026-03-11 13:00:00,0,142.8941,0.0,75.66184
2026-03-11 13:30:00,0,143.31344,0.0,75.29088
2026-03-11 14:00:00,0,145.07676,0.0,74.25332
2026-03-11 14:30:00,0,144.79182,0.0,72.36096
2026-03-11 15:00:00,0,143.98006,0.0,73.75872
2026-03-11 15:30:00,0,141.65762,0.0,74.26408
2026-03-11 16:00:00,0,141.70064,0.0,73.00608
2026-03-11 16:30:00,0,141.8404,0.0,72.88782
2026-03-11 17:00:00,0,141.17376,0.0,73.00608
2026-03-11 17:30:00,0,139.87278,0.0,73.03834
2026-03-11 18:00:00,0,140.16308,0.0,73.99528
2026-03-11 18:30:00,0,140.88346,0.0,73.64046
2026-03-11 19:00:00,0,92.4027,0.0,37.9223
2026-03-11 19:30:00,0,58.5124,0.0,12.3648
2026-03-11 20:00:00,0,47.19054,1.47302,3.58042
2026-03-11 20:30:00,0,44.67456,1.79558,0.0
2026-03-11 21:00:00,0,44.69606,2.22028,0.01076
2026-03-11 21:30:00,0,42.99726,4.2578,0.0
2026-03-11 22:00:00,0,42.56718,3.79546,0.0
2026-03-11 22:30:00,0,43.67462,3.29012,0.0
2026-03-11 23:00:00,0,43.34132,3.29012,0.0
2026-03-11 23:30:00,0,42.61556,3.35462,0.0
